rva	size	donor	donor_rva	symbol	unit	evidence
0x0005fcfa	0x1d7	buka21	0x00041609	?EraseObj@advManager@@QAEXPAVmapCell@@HH@Z	SOURCE/EVENTS	graph:3;base=0.250269;margin=0.452005;shape=0.201;size=0.204;calls=1.000
0x0005fed1	0xcd	buka21	0x00041f0d	?HeroSwap@advManager@@QAEXPAVhero@@0@Z	SOURCE/EVENTS	graph:2;base=0.621863;margin=0.183841;shape=0.591;size=0.854;calls=1.000;alternate=pol20:void advManager::HeroSwap(class hero *, class hero *)@0x000aea02
0x0005ff9e	0x1bf	buka21	0x00042d86	?TownEvent@advManager@@QAEXPAVmapCell@@HH@Z	SOURCE/EVENTS	graph:2;base=0.530630;margin=0.268223;shape=0.333;size=0.946;calls=1.000;alternate=pol20:void advManager::TownEvent(class mapCell *, int, int)@0x000af87c
0x000603a0	0xde	buka21	0x00043340	?EventWindow@advManager@@QAEXHHPADHHHHH@Z	SOURCE/EVENTS	graph:2;base=0.574046;margin=0.505217;shape=0.246;size=0.761;calls=0.800;strings=Event ID %d;alternate=pol20:void advManager::EventWindow(int, int, char *, int, int, int, int, int)@0x000aff6c
0x0006047e	0xa9	pol20	0x000b0033	int GiveArtifact(class hero *, int, int, signed char)	SOURCE/EVENTS	graph:2;base=0.526145;margin=0.140314;shape=0.473;size=0.929;calls=0.333
0x00060527	0x5f	buka21	0x0004347b	?GiveRandomArtifact@advManager@@QAEHPAVhero@@@Z	SOURCE/EVENTS	graph:3;base=0.483471;margin=0.618508;shape=0.306;size=0.821;calls=1.000;alternate=pol20:int advManager::GiveRandomArtifact(class hero *)@0x000b00e9
0x00060586	0xb0	buka21	0x000434c9	?GiveExperience@advManager@@QAEHPAVhero@@HH@Z	SOURCE/EVENTS	graph:4;base=0.329448;margin=0.686602;shape=0.229;size=0.551;calls=0.600;alternate=pol20:int advManager::GiveExperience(class hero *, int, int)@0x000b0147
0x00060690	0xec	buka21	0x000435ad	?RecruitEvent@advManager@@QAEXPAVhero@@HPAVmapCell@@@Z	SOURCE/EVENTS	graph:2;base=0.608108;margin=0.082972;shape=0.542;size=0.949;calls=0.833;alternate=pol20:void advManager::RecruitEvent(class hero *, int, class mapCell *)@0x000b022e
0x0006077c	0x2e0	buka21	0x00043b2a	?GhostEvent@advManager@@QAEHPAVhero@@PAVmapCell@@PADHH@Z	SOURCE/EVENTS	graph:3;base=0.581832;margin=0.097486;shape=0.425;size=0.973;calls=1.000;alternate=pol20:int advManager::GhostEvent(class hero *, class mapCell *, char *, int, int)@0x000b07e5
0x00060a5c	0x11e	buka21	0x00043df6	?HouseEvent@advManager@@QAEXPAVhero@@PAVmapCell@@@Z	SOURCE/EVENTS	graph:2;base=0.402651;margin=0.176834;shape=0.333;size=0.492;calls=1.000;alternate=pol20:void advManager::HouseEvent(class hero *, class mapCell *)@0x000b0add
0x00060b7a	0x200	pol20	0x000b0d51	int advManager::CombatMonsterEvent(class hero *, int, int, class mapCell *, int, int, int, int, int, int, int, int, int, int, int)	SOURCE/EVENTS	graph:3;base=0.320627;margin=0.567027;shape=0.316;size=0.323;calls=0.727
0x00060fbd	0x200	buka21	0x00044949	?TransferArtifacts@advManager@@QAEXPAVhero@@0@Z	SOURCE/EVENTS	graph:2;base=0.505054;margin=0.383531;shape=0.360;size=0.848;calls=0.800;alternate=pol20:void advManager::TransferArtifacts(class hero *, class hero *)@0x000b1973
0x000611bd	0x7d	buka21	0x00044afb	?HeroLoses@advManager@@QAEXPAVhero@@@Z	SOURCE/EVENTS	graph:4;base=0.567256;margin=0.641527;shape=0.448;size=0.872;calls=1.000;alternate=pol20:void advManager::HeroLoses(class hero *)@0x000b1b50
0x0006123a	0x137	buka21	0x00044b68	?DoWhirlpool@advManager@@QAEXPAVhero@@@Z	SOURCE/EVENTS	graph:2;base=0.515247;margin=0.370456;shape=0.302;size=0.900;calls=1.000;alternate=pol20:void advManager::DoWhirlpool(class hero *)@0x000b1bcf
0x00061371	0x113	buka21	0x00044c80	?FizzleCenter@advManager@@QAEXH@Z	SOURCE/EVENTS	graph:2;base=0.628535;margin=0.385528;shape=0.317;size=0.884;calls=0.800;strings=killfade.82M|pickup%02d.82M;alternate=pol20:void advManager::FizzleCenter(int)@0x000b1d01
0x00061484	0x1141	buka21	0x00044d73	?DoAIEvent@advManager@@QAEXPAVmapCell@@PAVhero@@HH@Z	SOURCE/EVENTS	graph:7;base=0.283401;margin=1.483201;shape=0.274;size=0.397;calls=0.409;alternate=pol20:void advManager::DoAIEvent(class mapCell *, class hero *, int, int)@0x000b1e43
0x000625c5	0x19a	buka21	0x00047fff	?PlayerMonsterInteract@advManager@@QAEXPAVmapCell@@0PAVhero@@PAHHHHHH@Z	SOURCE/EVENTS	graph:4;base=0.214069;margin=0.493239;shape=0.272;size=0.223;calls=0.212;alternate=pol20:void advManager::PlayerMonsterInteract(class mapCell *, class mapCell *, class hero *, int *, int, int, int, int, int)@0x000b4fd5
0x0006275f	0x152	buka21	0x00048730	?ComputerMonsterInteract@advManager@@QAEXPAVmapCell@@PAVhero@@PAH@Z	SOURCE/EVENTS	graph:6;base=0.236973;margin=1.104727;shape=0.224;size=0.345;calls=0.250
0x000628b1	0x18f	buka21	0x00048b04	?DoNetCombat@advManager@@QAEHPAD@Z	SOURCE/EVENTS	graph:3;base=0.634004;margin=0.818203;shape=0.529;size=0.995;calls=1.000;alternate=pol20:int advManager::DoNetCombat(char *)@0x000b5c40
0x00062a40	0x5c6	buka21	0x00048c95	?DoCombat@advManager@@QAEHHHPAVhero@@PAVarmyGroup@@PAVtown@@01HHHH@Z	SOURCE/EVENTS	graph:3;base=0.590184;margin=0.564001;shape=0.455;size=0.978;calls=0.927;alternate=pol20:int advManager::DoCombat(int, int, class hero *, class armyGroup *, class town *, class hero *, class armyGroup *, int, int, int, int)@0x000b5e10
0x00063006	0x2da	buka21	0x0004927c	?SendHeroTownData@advManager@@QAEXHHPAVhero@@PAVarmyGroup@@PAVtown@@01HHHHHHH@Z	SOURCE/EVENTS	graph:4;base=0.543308;margin=0.967008;shape=0.438;size=0.943;calls=0.684;alternate=pol20:void advManager::SendHeroTownData(int, int, class hero *, class armyGroup *, class town *, class hero *, class armyGroup *, int, int, int, int, int, int, int)@0x000b645e
0x000632e0	0x350	buka21	0x00049582	?ReceiveHeroTownData@advManager@@QAEXPADPAH11PAPAVhero@@PAPAVarmyGroup@@PAPAVtown@@23111PAC55@Z	SOURCE/EVENTS	graph:2;base=0.493176;margin=0.152223;shape=0.314;size=0.857;calls=0.909;alternate=pol20:void advManager::ReceiveHeroTownData(char *, int *, int *, int *, class hero * *, class armyGroup * *, class town * *, class hero * *, class armyGroup * *, int *, int *, int *, signed char *, signed char *, signed char *)@0x000b67cd
0x00063630	0x2de	buka21	0x000a18a0	??0strip@@QAE@HHHKHPAVarmyGroup@@HHH@Z	SOURCE/STRIP	graph:2;base=0.710816;margin=0.058489;shape=0.438;size=0.937;calls=0.800;strings=strip.icn;alternate=pol20:void strip::constructor(int, int, int, unsigned long int, int, class armyGroup *, int, int, int)@0x00032230
0x0006390e	0x112	buka21	0x000a1b50	??1strip@@QAE@XZ	SOURCE/STRIP	graph:2;base=0.560366;margin=0.278966;shape=0.418;size=0.916;calls=1.000;alternate=pol20:void strip::~destructor(void)@0x000324ae
0x00063a20	0x42	buka21	0x000a1c7b	?Draw@strip@@QAEXXZ	SOURCE/STRIP	graph:3;base=0.508282;margin=0.688808;shape=0.381;size=0.803;calls=1.000;alternate=pol20:void strip::Draw(void)@0x000325f2
0x00063a62	0x26e	buka21	0x000a1cb0	?DrawIcons@strip@@QAEXH@Z	SOURCE/STRIP	graph:2;base=0.411442;margin=0.465209;shape=0.280;size=0.697;calls=0.714;alternate=pol20:void strip::DrawIcons(int)@0x00032632
0x00063d07	0xfe	buka21	0x000a2055	??0bankBox@@QAE@HHPAVplayerData@@@Z	SOURCE/STRIP	graph:2;base=0.721149;margin=0.159729;shape=0.520;size=0.843;calls=0.833;strings=bankbox.bin;alternate=pol20:void bankBox::constructor(int, int, class playerData *)@0x00032a38
0x00063e05	0x43	buka21	0x000a212b	??1bankBox@@QAE@XZ	SOURCE/STRIP	graph:2;base=0.486146;margin=0.167932;shape=0.360;size=0.776;calls=1.000;alternate=pol20:void bankBox::~destructor(void)@0x00032aea
0x00063e48	0xc8	buka21	0x000a8413	?RedrawTownScreen@townManager@@QAEXXZ	SOURCE/TOWNMGR	graph:2;base=0.400259;margin=0.055605;shape=0.222;size=0.820;calls=0.714;alternate=pol20:void bankBox::Update(int)@0x00032b2d
0x00063f10	0x6b	buka21	0x000a3ff0	??0town@@QAE@XZ	SOURCE/TOWN	graph:2;base=0.468183;margin=0.431232;shape=0.273;size=0.841;calls=1.000;alternate=pol20:void town::constructor(void)@0x00032c00
0x00063f7b	0x55	buka21	0x000a404a	?HasGarrison@town@@QAEHXZ	SOURCE/TOWN	graph:2;base=0.410733;margin=0.365325;shape=0.175;size=0.741;calls=1.000;alternate=pol20:int town::HasGarrison(void)@0x00032c65
0x00063fd0	0xe1	buka21	0x000a4089	?GiveSpells@town@@QAEXPAVhero@@@Z	SOURCE/TOWN	graph:3;base=0.430933;margin=0.601053;shape=0.167;size=0.987;calls=0.667;alternate=pol20:void town::GiveSpells(class hero *)@0x00032cb9
0x0006422d	0xa5	buka21	0x000a420c	?View@town@@QAEXH@Z	SOURCE/TOWN	graph:4;base=0.510810;margin=0.878787;shape=0.327;size=0.842;calls=1.000;alternate=pol20:void town::View(int)@0x00032e74
0x00064470	0x54	pol20	0x00035200	void DelayTil(int *)	SOURCE/NOOPT	graph:2;base=0.454143;margin=0.041236;shape=0.406;size=0.631;calls=0.750
0x000644e7	0x39	pol20	0x0003525a	void DelayTilMilli(long int)	SOURCE/NOOPT	graph:4;base=0.545923;margin=0.940730;shape=0.458;size=0.895;calls=1.000
0x00064520	0x783	buka21	0x00015a60	?AICheckRetreat@combatManager@@QAEHXZ	SOURCE/AI	graph:2;base=0.550932;margin=0.199965;shape=0.407;size=0.920;calls=0.857;alternate=pol20:int combatManager::AICheckRetreat(void)@0x000c0790
0x00064ca3	0x9ce	pol20	0x000c1067	void combatManager::DoCompAI(int)	SOURCE/AI	graph:2;base=0.395992;margin=0.362607;shape=0.405;size=0.527;calls=0.508
0x000658cd	0xb3	pol20	0x000c2dca	int combatManager::GetBestArmy(int, int)	SOURCE/AI	graph:3;base=0.374690;margin=0.035085;shape=0.380;size=0.360;calls=1.000
0x00065980	0xb3	pol20	0x000c2fbb	int combatManager::GetWorstArmy(int, int)	SOURCE/AI	graph:2;base=0.569419;margin=0.219910;shape=0.435;size=0.923;calls=1.000
0x00065a33	0x109	pol20	0x000c307d	int combatManager::GetClosestArmy(class army *, int, int)	SOURCE/AI	graph:2;base=0.471274;margin=0.217317;shape=0.349;size=0.722;calls=1.000
0x00065bf7	0x1b0	pol20	0x000c32ad	int combatManager::AttemptAttack(class army *, int, int)	SOURCE/AI	graph:2;base=0.582256;margin=0.335081;shape=0.429;size=0.975;calls=1.000
0x00065da7	0x2a9	pol20	0x000c3468	int combatManager::AttemptAdjacentAttack(class army *)	SOURCE/AI	graph:2;base=0.355824;margin=0.059832;shape=0.256;size=0.567;calls=0.667
0x00066050	0x20f	pol20	0x000c35ea	int combatManager::WalkTowardArmyFront(class army *, int, int)	SOURCE/AI	graph:3;base=0.565297;margin=0.873292;shape=0.417;size=0.915;calls=1.000
0x0006625f	0x231	pol20	0x000c382a	int combatManager::WalkTowardArmy(class army *, int, int)	SOURCE/AI	graph:2;base=0.567861;margin=0.288605;shape=0.394;size=0.967;calls=1.000
0x00066490	0xc9	pol20	0x0004a8c0	void army::constructor(void)	SOURCE/ARMY	graph:1;base=0.833244;margin=0.295558;shape=1.000;size=0.971;calls=1.000
0x00066559	0x18	pol20	0x0004a98f	void army::WaitSample(int)	SOURCE/ARMY	graph:1;base=1.000000;margin=0.200000;normalized-instructions
0x0006693b	0xf1	buka21	0x00018fca	?FreeResources@army@@QAEXXZ	SOURCE/ARMY	graph:2;base=0.463954;margin=0.140795;shape=0.318;size=0.842;calls=0.750;alternate=pol20:void army::FreeResources(void)@0x0004b36e
0x00066a2c	0x855	pol20	0x0004b456	void army::DrawToBuffer(int, int, int)	SOURCE/ARMY	graph:2;base=0.415247;margin=0.412145;shape=0.244;size=0.939;calls=0.455
0x00067345	0x852	pol20	0x00003f80	void combatManager::UpdateMouseGrid(int, int)	SOURCE/DRAWING	graph:2;base=0.371756;margin=0.407057;shape=0.246;size=0.757;calls=0.258
0x00067b97	0xcca	buka21	0x0001a1d9	?SpecialAttack@army@@QAEXXZ	SOURCE/ARMY	graph:3;base=0.357822;margin=0.373223;shape=0.266;size=0.572;calls=0.585;alternate=pol20:void army::SpecialAttack(void)@0x0004c7e5
0x00068861	0x765	pol20	0x0004dcba	void army::DoHydraAttack(int)	SOURCE/ARMY	graph:2;base=0.558775;margin=0.105841;shape=0.338;size=0.663;calls=0.625;strings=%s %s %d %s.|creature|creatures
0x00068fc6	0x2d	pol20	0x0004dc8f	void army::DirDoAttack(int)	SOURCE/ARMY	unique-instructions
0x00068ff3	0x108d	buka21	0x0001bddb	?DoAttack@army@@QAEXH@Z	SOURCE/ARMY	graph:4;base=0.427643;margin=0.977018;shape=0.217;size=0.817;calls=0.724;alternate=pol20:void army::DoAttack(int)@0x0004e1a1
0x0006a1ec	0x27	pol20	0x0004f731	int army::AttackTo(void)	SOURCE/ARMY	graph:2;base=0.698664;margin=0.434177;shape=0.684;size=0.949;calls=1.000
0x0006a213	0x1c9	pol20	0x0004f756	int army::AttackTo(int)	SOURCE/ARMY	graph:2;base=0.568537;margin=0.418217;shape=0.426;size=0.936;calls=0.900
0x0006a3dc	0x249	buka21	0x0001d6d1	?CheckLuck@army@@QAEXXZ	SOURCE/ARMY	graph:1;base=0.723107;margin=0.234495;shape=0.473;size=0.925;calls=0.875;strings=badluck.82m|goodluck.82m;alternate=pol20:void army::CheckLuck(void)@0x0004f93e
0x0006a625	0x2ae	buka21	0x0001d8ee	?DamageEnemy@army@@QAEXPAV1@PAH1HH@Z	SOURCE/ARMY	graph:2;base=0.387284;margin=0.228483;shape=0.296;size=0.628;calls=0.714;alternate=pol20:void army::DamageEnemy(class army *, int *, int *, int, int)@0x0004fbc0
0x0006a8d3	0x176	buka21	0x0001dd32	?Damage@army@@QAEHJH@Z	SOURCE/ARMY	graph:6;base=0.419408;margin=1.157007;shape=0.216;size=0.693;calls=1.000;alternate=pol20:int army::Damage(long int, int)@0x0005012e
0x0006aa49	0x8a9	buka21	0x000d3890	?Main@button@@UAEHAAUtag_message@@@Z	BASE/BUTTON	graph:2;base=0.352078;margin=0.195322;shape=0.201;size=0.559;calls=0.765;alternate=pol20:void army::PowEffect(int, int, int, int)@0x0005036a
0x0006b6e7	0x3a9	buka21	0x00020238	?MoveAttack@army@@QAEXHH@Z	SOURCE/ARMY	graph:2;base=0.522810;margin=0.525862;shape=0.325;size=0.919;calls=0.929;alternate=pol20:void army::MoveAttack(int, int)@0x00052ad9
0x0006ba90	0x68	buka21	0x00060e50	??0hero@@QAE@XZ	SOURCE/HERO	graph:2;base=0.493986;margin=0.210035;shape=0.273;size=0.962;calls=1.000;alternate=pol20:void hero::constructor(void)@0x0006c3a0
0x0006bb10	0x5d	buka21	0x00060f43	?HasArtifact@hero@@QAEHH@Z	SOURCE/HERO	graph:5;base=0.403615;margin=0.791427;shape=0.171;size=0.731;calls=1.000;alternate=pol20:int hero::HasArtifact(int)@0x0006c4cd
0x0006bb6d	0x1ed	buka21	0x00060f87	?CalcMobility@hero@@QAEHXZ	SOURCE/HERO	graph:2;base=0.418178;margin=0.237740;shape=0.210;size=0.862;calls=0.714;alternate=pol20:int hero::CalcMobility(void)@0x0006c526
0x0006c29a	0x53	buka21	0x000638b2	?RedrawHeroScreen@@YIXXZ	SOURCE/HERO	graph:2;base=0.519414;margin=0.462427;shape=0.417;size=0.819;calls=1.000;alternate=pol20:void RedrawHeroScreen(void)@0x0006f305
0x0006c2ed	0x6c2	buka21	0x000638f6	?HeroView@@YIHHHH@Z	SOURCE/HERO	graph:8;base=0.391018;margin=1.082891;shape=0.247;size=0.310;calls=0.359;strings=herowind.bin;alternate=pol20:int HeroView(int, int, int)@0x0006f354
0x0006c9af	0x7c	buka21	0x0006141a	?HeroMessageUpdate@@YIXPAD@Z	SOURCE/HERO	graph:2;base=0.570065;margin=0.065812;shape=0.448;size=0.919;calls=1.000;alternate=pol20:void HeroMessageUpdate(char *)@0x0006cab1
0x0006ca2b	0xab	buka21	0x0006148c	?HeroScreenUpdate@hero@@QAEXXZ	SOURCE/HERO	graph:2;base=0.542456;margin=0.317795;shape=0.400;size=0.865;calls=1.000;alternate=pol20:void hero::HeroScreenUpdate(void)@0x0006cb33
0x0006cad6	0x1ba	buka21	0x00061520	?UpdateArmies@hero@@QAEXXZ	SOURCE/HERO	graph:2;base=0.520009;margin=0.290164;shape=0.295;size=0.980;calls=0.909;alternate=pol20:void hero::UpdateArmies(void)@0x0006cbdb
0x0006cc90	0x1af	buka21	0x00064415	?DoHeroSplit@@YIXHH@Z	SOURCE/HERO	graph:4;base=0.442690;margin=0.359868;shape=0.372;size=0.621;calls=0.750;alternate=pol20:void combatManager::CombatSystemOptions(void)@0x00095dcd
0x0006ce89	0x59	buka21	0x000617a7	?Dismiss@hero@@QAEHXZ	SOURCE/HERO	graph:3;base=0.462026;margin=0.671820;shape=0.242;size=0.843;calls=1.000;alternate=pol20:int hero::Dismiss(void)@0x0006ce8b
0x0006cee2	0x452	buka21	0x000617f2	?Deallocate@hero@@QAEXH@Z	SOURCE/HERO	graph:5;base=0.482098;margin=0.987612;shape=0.300;size=0.883;calls=0.875;alternate=pol20:void hero::Deallocate(int)@0x0006cee8
0x0006d334	0xd0	buka21	0x00061cd6	?GetExperience@hero@@QAEHH@Z	SOURCE/HERO	graph:2;base=0.429028;margin=0.385573;shape=0.283;size=0.663;calls=1.000
0x0006d404	0xf2	buka21	0x00061d60	?GetLevel@hero@@QAEHH@Z	SOURCE/HERO	graph:2;base=0.411151;margin=0.242527;shape=0.205;size=0.711;calls=1.000;alternate=pol20:int hero::GetLevel(int)@0x0006d50d
0x0006d4f6	0x14f	pol20	0x0006d5cd	void hero::ApplyBattleWinTemps(void)	SOURCE/HERO	graph:2;base=0.653678;margin=0.552459;shape=0.848;size=0.562;calls=1.000
0x0006d645	0x1e	pol20	0x0006d821	void hero::ApplyBattleLossTemps(void)	SOURCE/HERO	graph:2;base=1.000000;margin=0.400000;normalized-instructions
0x0006d663	0x2f4	buka21	0x000620c8	?CheckLevel@hero@@QAEXXZ	SOURCE/HERO	graph:3;base=0.312130;margin=0.246272;shape=0.276;size=0.445;calls=0.500;alternate=pol20:void hero::CheckLevel(void)@0x0006d83f
0x0006d957	0x57	pol20	0x0006e067	int hero::NumArtifacts(void)	SOURCE/HERO	unique-instructions
0x0006d9ae	0x52e	buka21	0x000627b6	?UpdateHeroScreenStatusBar@@YIXAAUtag_message@@@Z	SOURCE/HERO	graph:4;base=0.389885;margin=0.637226;shape=0.282;size=0.714;calls=0.718;alternate=pol20:void UpdateHeroScreenStatusBar(struct tag_message &)@0x0006e0be
0x0006dedc	0x6d4	buka21	0x00062ef8	?HeroHandler@@YIHAAUtag_message@@@Z	SOURCE/HERO	graph:4;base=0.360602;margin=0.481730;shape=0.266;size=0.702;calls=0.568;alternate=pol20:int HeroHandler(struct tag_message &)@0x0006e816
0x0006e5b0	0x4a	pol20	0x0004a3c0	void hexcell::constructor(void)	SOURCE/HEXCELL	graph:1;base=0.831699;margin=0.264633;shape=1.000;size=0.946;calls=1.000
0x0006e647	0x4b	pol20	0x0004a86e	void hexcell::DrawObstacle(void)	SOURCE/HEXCELL	graph:1;base=0.721636;margin=0.268836;shape=0.760;size=0.949;calls=1.000
0x0006ecb0	0x75	pol20	0x000543c0	void swapManager::constructor(void)	SOURCE/SWAPMGR	unique-instructions
0x0006ed25	0x3e	pol20	0x00054444	void swapManager::constructor(class hero *, class hero *)	SOURCE/SWAPMGR	unique-instructions
0x0006ed63	0x4d	pol20	0x00054482	void swapManager::Reset(void)	SOURCE/SWAPMGR	unique-instructions
0x0006edb0	0x2d5	buka21	0x000a236e	?Open@swapManager@@UAEHH@Z	SOURCE/SWAPMGR	graph:5;base=0.683274;margin=0.416085;shape=0.517;size=0.729;calls=0.800;strings=port%04d.icn|swapManager|swapbtn.icn;alternate=pol20:int swapManager::Open(int);   // virtual [override (implements baseManager pure virtual)]@0x00054502
0x0006f085	0x123	buka21	0x000a2750	?Close@swapManager@@UAEXXZ	SOURCE/SWAPMGR	graph:3;base=0.610218;margin=0.602384;shape=0.500;size=0.986;calls=1.000;alternate=pol20:void swapManager::Close(void);   // virtual [override (implements baseManager pure virtual)]@0x000548be
0x0006f3c7	0x9ac	buka21	0x000a29f4	?Main@swapManager@@UAEHAAUtag_message@@@Z	SOURCE/SWAPMGR	graph:4;base=0.525982;margin=0.522986;shape=0.320;size=0.991;calls=0.960;alternate=pol20:int swapManager::Main(struct tag_message &);   // virtual [override (implements baseManager pure virtual)]@0x00054be3
0x0006fd73	0xa5	buka21	0x000a33b6	?ViewMon@swapManager@@QAEXXZ	SOURCE/SWAPMGR	graph:2;base=0.509716;margin=0.520416;shape=0.289;size=0.921;calls=1.000;alternate=pol20:void swapManager::ViewMon(void)@0x000556d3
0x0006ff2a	0x28e	pol20	0x000559cb	void swapManager::SwapMons(void)	SOURCE/SWAPMGR	graph:2;base=0.448412;margin=0.222909;shape=0.474;size=0.573;calls=0.600
0x000701b8	0x492	buka21	0x000a37e7	?Update@swapManager@@QAEXXZ	SOURCE/SWAPMGR	graph:2;base=0.575258;margin=0.321463;shape=0.441;size=0.938;calls=0.900;alternate=pol20:void swapManager::Update(void)@0x00055b42
0x0007064a	0x3a6	buka21	0x000a3c30	?SplitMons@swapManager@@QAEXXZ	SOURCE/SWAPMGR	graph:3;base=0.761691;margin=0.047739;shape=0.487;size=0.960;calls=1.000;strings=splitwin.bin;alternate=pol20:void swapManager::SplitMons(void)@0x00055fbd
0x00070aa9	0xb5	pol20	0x00095ebf	void UpdateCombatSystemOptions(int)	SOURCE/CMBTMGR	graph:2;base=0.379535;margin=0.045348;shape=0.514;size=0.369;calls=0.308
0x00070b5e	0x2f3	buka21	0x000381ef	?CombatMessage@combatManager@@QAEXH@Z	SOURCE/DRAWING	graph:2;base=0.437007;margin=0.291793;shape=0.214;size=0.851;calls=0.786
0x00070e51	0xd4	buka21	0x00038566	?ResetLimitCreature@combatManager@@QAEXXZ	SOURCE/DRAWING	graph:2;base=0.450422;margin=0.400104;shape=0.155;size=0.951;calls=1.000;alternate=pol20:void combatManager::ResetLimitCreature(void)@0x0000327e
0x000711fb	0xe35	buka21	0x0001df4e	?PowEffect@army@@QAEXHHHH@Z	SOURCE/ARMY	graph:2;base=0.411175;margin=0.311324;shape=0.226;size=0.796;calls=0.719;alternate=pol20:void combatManager::DrawFrame(int, int, int, int, int, int, int)@0x000045cc
0x00072c60	0x6b	buka21	0x00032760	?add_node@@YIXPAUtag_Anchor@@PAUtag_Node@@@Z	SOURCE/comwin	graph:2;base=0.517873;margin=0.500067;shape=0.348;size=0.888;calls=1.000;alternate=pol20:void add_node(struct tag_Anchor *, struct tag_Node *)@0x0008a640
0x00072ccb	0x49	buka21	0x000327bf	?pop_node@@YIPAUtag_Node@@PAUtag_Anchor@@@Z	SOURCE/comwin	graph:2;base=0.512007;margin=0.418981;shape=0.375;size=0.808;calls=1.000
0x000731da	0x113	buka21	0x00033048	?com_snd@@YIFFGGPAXH@Z	SOURCE/comwin	graph:2;base=0.500645;margin=0.346479;shape=0.286;size=0.968;calls=0.778
0x00073366	0xd6	buka21	0x000331c7	?comm_wrt_task@@YIXXZ	SOURCE/comwin	graph:2;base=0.517823;margin=0.534422;shape=0.361;size=0.911;calls=0.800
0x00073450	0x1a0	buka21	0x000bf7a0	?BlitBitmapToScreen@@YIXPAVbitmap@@HHHHHH@Z	BASE/Misc	graph:2;base=0.393847;margin=0.217572;shape=0.150;size=0.860;calls=0.571;alternate=pol20:@BlitBitmapToScreenVesa@28@0x000d8540
0x00073620	0x50	pol20	0x000c5e70	void SetPalette(signed char *, int)	BASE/Misc	graph:3;base=0.464897;margin=0.485540;shape=0.333;size=0.763;calls=1.000
0x00073670	0xe0	buka21	0x000bdc90	?FadeOut@@YIXH@Z	BASE/Misc	graph:3;base=0.330446;margin=0.000684;shape=0.178;size=0.516;calls=0.778;alternate=pol20:void FadeIn(int)@0x000c45e0
0x00073750	0xd0	pol20	0x000c46d0	void FadeOut(int)	BASE/Misc	graph:1;base=0.684088;margin=0.182051;shape=0.732;size=0.904;calls=0.750
0x00073820	0x40	pol20	0x000c47c0	int Random(int, int)	BASE/Misc	graph:8;base=0.305357;margin=1.498496;shape=0.095;size=0.625;calls=0.500
0x00073d90	0x50	buka21	0x000b5660	??0baseManager@@QAE@XZ	BASE/BASEMGR	graph:2;base=0.427992;margin=0.483575;shape=0.081;size=0.860;calls=0.000;strings=Unknown;alternate=pol20:void baseManager::constructor(void)@0x000d2530
0x00074130	0x40	buka21	0x000b7270	?BroadcastMessage@heroWindowManager@@QAEHHHHH@Z	BASE/WINMGR	graph:7;base=0.484375;margin=1.382188;shape=0.250;size=0.844;calls=1.000;alternate=pol20:int heroWindowManager::BroadcastMessage(int, int, int, int)@0x000cac40
0x00074170	0xd0	buka21	0x000cb120	??0border@@QAE@FFFFFFFPAD@Z	BASE/BORDER	graph:2;base=0.366874;margin=0.348295;shape=0.216;size=0.808;calls=0.500;alternate=pol20:void heroWindowManager::AddWindow(class heroWindow *, int, int)@0x000cac80
0x00074240	0x90	buka21	0x000b7400	?RemoveWindow@heroWindowManager@@QAEXPAVheroWindow@@@Z	BASE/WINMGR	graph:2;base=0.383824;margin=0.385483;shape=0.180;size=0.618;calls=1.000;alternate=pol20:void heroWindowManager::RemoveWindow(class heroWindow *)@0x000cad40
0x000742d0	0x1e0	buka21	0x00092b64	?SetupNetworkGame2@game@@QAEHXZ	SOURCE/SETUP	graph:2;base=0.392614;margin=0.226942;shape=0.186;size=0.749;calls=0.667;alternate=pol20:int heroWindowManager::DoDialog(class heroWindow *, int (*)(struct tag_message &), int)@0x000cadd0
0x00074660	0x50	pol20	0x000cb0b0	void heroWindowManager::ScreenShot(void)	BASE/WINMGR	graph:2;base=0.531981;margin=0.554914;shape=0.382;size=0.964;calls=0.750
0x000746b0	0x90	pol20	0x000cb110	void heroWindowManager::SaveFizzleSource(int, int, int, int)	BASE/WINMGR	graph:4;base=0.472718;margin=0.713424;shape=0.307;size=0.750;calls=1.000
0x00074740	0x320	buka21	0x000b79b0	?FizzleForward@heroWindowManager@@QAEXHHHHHPAC0@Z	BASE/WINMGR	graph:2;base=0.536514;margin=0.381106;shape=0.221;size=0.706;calls=0.783;strings=CCYCLE%02d.BIN;alternate=pol20:void heroWindowManager::FizzleForward(int, int, int, int, int, signed char *, signed char *)@0x000cb1e0
0x00074a80	0xb0	buka21	0x000ba660	??0heroWindow@@QAE@HHHHH@Z	BASE/WINDOW	graph:2;base=0.651321;margin=0.357646;shape=0.346;size=0.852;calls=1.000;strings=Dynamic Construct;alternate=pol20:void heroWindow::constructor(int, int, int, int, int)@0x000cec20
0x00074b30	0x450	buka21	0x000ba700	??0heroWindow@@QAE@HHPAD@Z	BASE/WINDOW	graph:4;base=0.375549;margin=0.549564;shape=0.254;size=0.606;calls=0.800;alternate=pol20:void heroWindow::constructor(int, int, char *)@0x000cecd0
